GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Apache Commons Codec,org.apache.commons.lang3.concurrent,AbstractCircuitBreaker.State.new AbstractCircuitBreaker.State() {...},8,0,0,0,2,0,2,0,2,0
Apache Commons Codec,org.apache.commons.lang3.concurrent,AbstractCircuitBreaker.State.new AbstractCircuitBreaker.State() {...},8,0,0,0,2,0,2,0,2,0
Apache Commons Codec,org.apache.commons.lang3.concurrent,LazyInitializer,38,0,4,0,11,0,5,0,3,0
Apache Commons Codec,org.apache.commons.lang3.concurrent,Memoizer.new Callable() {...},16,0,0,0,2,0,2,0,2,0
Apache Commons Codec,org.apache.commons.lang3.concurrent,ThresholdCircuitBreaker,48,0,4,0,15,0,7,0,5,0
Apache Commons Codec,org.apache.commons.lang3.concurrent,EventCountCircuitBreaker,219,0,12,0,49,0,26,0,20,0
Apache Commons Codec,org.apache.commons.lang3.concurrent,CircuitBreakingException,16,0,0,0,8,0,4,0,4,0
Apache Commons Codec,org.apache.commons.lang3.concurrent,EventCountCircuitBreaker.StateStrategyOpen,22,0,4,0,5,0,5,0,3,0
Apache Commons Codec,org.apache.commons.lang3.concurrent,ConcurrentUtils,160,0,34,0,41,0,29,0,12,0
Apache Commons Codec,org.apache.commons.lang3.concurrent,ConstantInitializer,57,0,6,0,14,0,9,0,6,0
Apache Commons Codec,org.apache.commons.lang3.concurrent,MultiBackgroundInitializer.MultiBackgroundInitializerResults,75,0,2,0,18,0,9,0,8,0
Apache Commons Codec,org.apache.commons.lang3.concurrent,EventCountCircuitBreaker.CheckIntervalData,29,0,2,0,8,0,5,0,4,0
Apache Commons Codec,org.apache.commons.lang3.concurrent,BackgroundInitializer,106,0,10,0,33,0,17,0,12,0
Apache Commons Codec,org.apache.commons.lang3.concurrent,AtomicInitializer,29,0,4,0,8,0,4,0,2,0
Apache Commons Codec,org.apache.commons.lang3.concurrent,ConcurrentException,14,0,0,0,6,0,3,0,3,0
Apache Commons Codec,org.apache.commons.lang3.concurrent,EventCountCircuitBreaker.StateStrategy,13,0,2,0,1,0,2,0,1,0
Apache Commons Codec,org.apache.commons.lang3.concurrent,MultiBackgroundInitializer,161,0,14,0,36,0,12,0,5,0
Apache Commons Codec,org.apache.commons.lang3.concurrent,AbstractCircuitBreaker,73,0,8,0,18,0,13,0,9,0
Apache Commons Codec,org.apache.commons.lang3.concurrent,ConcurrentRuntimeException,14,0,0,0,6,0,3,0,3,0
Apache Commons Codec,org.apache.commons.lang3.concurrent,AtomicSafeInitializer,33,0,4,0,7,0,4,0,2,0
Apache Commons Codec,org.apache.commons.lang3.concurrent,AbstractCircuitBreaker.State,24,0,0,0,3,0,1,0,1,0
Apache Commons Codec,org.apache.commons.lang3.concurrent,BasicThreadFactory,107,0,10,0,29,0,14,0,9,0
Apache Commons Codec,org.apache.commons.lang3.concurrent,Memoizer,96,0,10,0,29,0,9,0,4,0
Apache Commons Codec,org.apache.commons.lang3.mutable,MutableFloat,218,0,4,0,60,0,34,0,32,0
Apache Commons Codec,org.apache.commons.lang3.mutable,MutableInt,209,0,4,0,59,0,32,0,30,0
Apache Commons Codec,org.apache.commons.lang3.mutable,MutableShort,226,0,4,0,60,0,33,0,31,0
Apache Commons Codec,org.apache.commons.lang3.mutable,MutableDouble,226,0,4,0,61,0,34,0,32,0
Apache Commons Codec,org.apache.commons.lang3.mutable,MutableByte,226,0,4,0,60,0,33,0,31,0
Apache Commons Codec,org.apache.commons.lang3.mutable,MutableBoolean,88,0,8,0,27,0,20,0,16,0
Apache Commons Codec,org.apache.commons.lang3.mutable,MutableLong,216,0,4,0,59,0,32,0,30,0
Apache Commons Codec,org.apache.commons.lang3.mutable,MutableObject,59,0,10,0,18,0,12,0,7,0
Apache Commons Codec,org.apache.commons.codec.net,QCodec,27,335,2,40,7,97,3,35,1,16
Apache Commons Codec,org.apache.commons.codec.net,RFC1522Codec,8,169,2,16,2,38,2,11,0,4
Apache Commons Codec,org.apache.commons.codec.net,QuotedPrintableCodec,4,322,0,40,1,81,1,38,1,18
Apache Commons Codec,org.apache.commons.codec.net,BCodec,27,119,2,18,7,37,3,21,1,13
Apache Commons Codec,org.apache.commons.codec.net,Utils,0,25,0,2,0,5,0,3,0,2
Apache Commons Codec,org.apache.commons.codec.net,URLCodec,3,344,0,46,1,86,1,37,1,14
Apache Commons Codec,org.apache.commons.lang3.builder,ReflectionDiffBuilder,111,0,12,0,22,0,10,0,4,0
Apache Commons Codec,org.apache.commons.lang3.builder,CompareToBuilder,1020,0,220,0,258,0,141,0,31,0
Apache Commons Codec,org.apache.commons.lang3.builder,RecursiveToStringStyle,47,0,6,0,13,0,7,0,4,0
Apache Commons Codec,org.apache.commons.lang3.builder,ToStringStyle.JsonToStringStyle,392,0,64,0,103,0,50,0,18,0
Apache Commons Codec,org.apache.commons.lang3.builder,DiffBuilder.new Diff() {...},21,0,0,0,3,0,3,0,3,0
Apache Commons Codec,org.apache.commons.lang3.builder,DiffBuilder.new Diff() {...},21,0,0,0,3,0,3,0,3,0
Apache Commons Codec,org.apache.commons.lang3.builder,DiffBuilder.new Diff() {...},19,0,0,0,3,0,3,0,3,0
Apache Commons Codec,org.apache.commons.lang3.builder,DiffBuilder.new Diff() {...},21,0,0,0,3,0,3,0,3,0
Apache Commons Codec,org.apache.commons.lang3.builder,DiffBuilder.new Diff() {...},21,0,0,0,3,0,3,0,3,0
Apache Commons Codec,org.apache.commons.lang3.builder,DiffBuilder.new Diff() {...},21,0,0,0,3,0,3,0,3,0
Apache Commons Codec,org.apache.commons.lang3.builder,DiffBuilder.new Diff() {...},21,0,0,0,3,0,3,0,3,0
Apache Commons Codec,org.apache.commons.lang3.builder,DiffBuilder.new Diff() {...},21,0,0,0,3,0,3,0,3,0
Apache Commons Codec,org.apache.commons.lang3.builder,ToStringStyle.ShortPrefixToStringStyle,11,0,0,0,5,0,2,0,2,0
Apache Commons Codec,org.apache.commons.lang3.builder,DiffBuilder.new Diff() {...},19,0,0,0,3,0,3,0,3,0
Apache Commons Codec,org.apache.commons.lang3.builder,DiffResult,133,0,12,0,26,0,13,0,7,0
Apache Commons Codec,org.apache.commons.lang3.builder,ToStringStyle.DefaultToStringStyle,5,0,0,0,3,0,2,0,2,0
Apache Commons Codec,org.apache.commons.lang3.builder,ToStringStyle.NoFieldNameToStringStyle,8,0,0,0,4,0,2,0,2,0
Apache Commons Codec,org.apache.commons.lang3.builder,ToStringStyle.SimpleToStringStyle,20,0,0,0,8,0,2,0,2,0
Apache Commons Codec,org.apache.commons.lang3.builder,ReflectionToStringBuilder,444,0,50,0,98,0,56,0,31,0
Apache Commons Codec,org.apache.commons.lang3.builder,HashCodeBuilder,777,0,94,0,147,0,84,0,37,0
Apache Commons Codec,org.apache.commons.lang3.builder,ToStringStyle,1746,0,218,0,483,0,222,0,113,0
Apache Commons Codec,org.apache.commons.lang3.builder,StandardToStringStyle,143,0,0,0,62,0,41,0,41,0
Apache Commons Codec,org.apache.commons.lang3.builder,ToStringBuilder,591,0,12,0,131,0,70,0,64,0
Apache Commons Codec,org.apache.commons.lang3.builder,MultilineRecursiveToStringStyle,383,0,8,0,84,0,18,0,14,0
Apache Commons Codec,org.apache.commons.lang3.builder,EqualsBuilder,1156,0,252,0,300,0,169,0,43,0
Apache Commons Codec,org.apache.commons.lang3.builder,Diff,51,0,0,0,10,0,5,0,5,0
Apache Commons Codec,org.apache.commons.lang3.builder,ToStringStyle.MultiLineToStringStyle,31,0,0,0,7,0,2,0,2,0
Apache Commons Codec,org.apache.commons.lang3.builder,ToStringStyle.NoClassNameToStringStyle,11,0,0,0,5,0,2,0,2,0
Apache Commons Codec,org.apache.commons.lang3.builder,DiffBuilder.new Diff() {...},21,0,0,0,3,0,3,0,3,0
Apache Commons Codec,org.apache.commons.lang3.builder,DiffBuilder,709,0,114,0,155,0,80,0,23,0
Apache Commons Codec,org.apache.commons.lang3.builder,DiffBuilder.new Diff() {...},21,0,0,0,3,0,3,0,3,0
Apache Commons Codec,org.apache.commons.lang3.builder,DiffBuilder.new Diff() {...},21,0,0,0,3,0,3,0,3,0
Apache Commons Codec,org.apache.commons.lang3.builder,DiffBuilder.new Diff() {...},21,0,0,0,3,0,3,0,3,0
Apache Commons Codec,org.apache.commons.lang3.builder,DiffBuilder.new Diff() {...},21,0,0,0,3,0,3,0,3,0
Apache Commons Codec,org.apache.commons.lang3.builder,DiffBuilder.new Diff() {...},21,0,0,0,3,0,3,0,3,0
Apache Commons Codec,org.apache.commons.lang3.builder,DiffBuilder.new Diff() {...},21,0,0,0,3,0,3,0,3,0
Apache Commons Codec,org.apache.commons.lang3.builder,DiffBuilder.new Diff() {...},21,0,0,0,3,0,3,0,3,0
Apache Commons Codec,org.apache.commons.lang3.builder,DiffBuilder.new Diff() {...},21,0,0,0,3,0,3,0,3,0
Apache Commons Codec,org.apache.commons.lang3.builder,IDKey,37,0,6,0,11,0,6,0,3,0
