GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Commons Math,org.apache.commons.math.ode,ExpandableStatefulODE.SecondaryComponent,0,24,0,0,0,7,0,1,0,1
Commons Math,org.apache.commons.math.ode,AbstractIntegrator,12,527,2,48,4,123,4,43,2,20
Commons Math,org.apache.commons.math.ode,JacobianMatrices.JacobiansSecondaryEquations,11,248,5,19,1,40,5,10,0,3
Commons Math,org.apache.commons.math.ode,AbstractParameterizable,29,52,2,6,7,11,4,5,2,3
Commons Math,org.apache.commons.math.ode,MultistepIntegrator,44,129,1,1,9,30,6,7,5,7
Commons Math,org.apache.commons.math.ode,ParameterJacobianWrapper,4,107,1,5,1,20,2,5,1,3
Commons Math,org.apache.commons.math.ode,FirstOrderConverter,0,75,0,0,0,14,0,3,0,3
Commons Math,org.apache.commons.math.ode,ParameterizedWrapper,41,0,2,0,12,0,8,0,7,0
Commons Math,org.apache.commons.math.ode,JacobianMatrices.MainStateJacobianWrapper,0,85,0,4,0,17,0,6,0,4
Commons Math,org.apache.commons.math.ode,ExpandableStatefulODE,57,289,4,14,7,58,6,20,2,15
Commons Math,org.apache.commons.math.ode,MultistepIntegrator.NordsieckInitializer,0,204,0,6,0,28,0,6,0,3
Commons Math,org.apache.commons.math.ode,AbstractIntegrator.new Comparator() {...},0,18,0,0,0,2,0,2,0,2
Commons Math,org.apache.commons.math.optimization.direct,BaseAbstractScalarOptimizer,12,79,3,3,3,25,3,9,0,9
Commons Math,org.apache.commons.math.optimization.direct,PowellOptimizer.LineSearch,0,50,0,0,0,10,0,2,0,2
Commons Math,org.apache.commons.math.optimization.direct,MultivariateFunctionMappingAdapter.NoBoundsMapper,0,7,0,0,0,4,0,3,0,3
Commons Math,org.apache.commons.math.optimization.direct,MultivariateFunctionMappingAdapter.LowerBoundMapper,0,18,0,0,0,5,0,3,0,3
Commons Math,org.apache.commons.math.optimization.direct,CMAESOptimizer.DoubleIndex,36,15,6,0,7,5,5,2,2,2
Commons Math,org.apache.commons.math.optimization.direct,SimplexOptimizer,4,107,1,9,1,27,1,9,0,5
Commons Math,org.apache.commons.math.optimization.direct,PathIsExploredException,4,0,0,0,2,0,1,0,1,0
Commons Math,org.apache.commons.math.optimization.direct,CMAESOptimizer.FitnessFunction,46,223,13,19,10,40,10,14,1,7
Commons Math,org.apache.commons.math.optimization.direct,BaseAbstractSimpleBoundsScalarOptimizer,29,137,2,22,5,29,4,14,2,4
Commons Math,org.apache.commons.math.optimization.direct,PowellOptimizer.LineSearch.new UnivariateFunction() {...},0,49,0,2,0,6,0,3,0,2
Commons Math,org.apache.commons.math.optimization.direct,MultiDirectionalSimplex,7,173,0,8,2,42,1,13,1,9
Commons Math,org.apache.commons.math.optimization.direct,CMAESOptimizer,359,2504,49,189,59,382,51,110,9,33
Commons Math,org.apache.commons.math.optimization.direct,BOBYQAOptimizer,953,5970,105,519,165,1030,91,243,2,12
Commons Math,org.apache.commons.math.optimization.direct,MultivariateFunctionMappingAdapter.UpperBoundMapper,0,20,0,0,0,5,0,3,0,3
Commons Math,org.apache.commons.math.optimization.direct,MultivariateFunctionPenaltyAdapter,29,159,3,17,3,26,3,9,0,2
Commons Math,org.apache.commons.math.optimization.direct,SimplexOptimizer.new MultivariateFunction() {...},0,11,0,0,0,2,0,2,0,2
Commons Math,org.apache.commons.math.optimization.direct,SimplexOptimizer.new Comparator() {...},0,26,0,2,0,4,0,3,0,2
Commons Math,org.apache.commons.math.optimization.direct,PowellOptimizer,97,301,6,26,17,69,5,16,0,5
Commons Math,org.apache.commons.math.optimization.direct,NelderMeadSimplex,10,408,1,31,3,82,2,23,1,8
Commons Math,org.apache.commons.math.optimization.direct,AbstractSimplex,98,377,13,41,14,75,14,27,1,13
Commons Math,org.apache.commons.math.optimization.direct,BaseAbstractVectorialOptimizer,25,95,4,6,6,28,6,9,2,8
Commons Math,org.apache.commons.math.optimization.direct,MultivariateFunctionMappingAdapter.LowerUpperBoundMapper,0,27,0,0,0,6,0,3,0,3
Commons Math,org.apache.commons.math.optimization.direct,MultivariateFunctionMappingAdapter,21,164,2,16,2,26,2,11,0,4
Commons Math,org.apache.commons.math.random,Well512a,15,117,0,0,4,17,2,3,2,3
Commons Math,org.apache.commons.math.random,GaussianRandomGenerator,0,10,0,0,0,4,0,2,0,2
Commons Math,org.apache.commons.math.random,UniformRandomGenerator,0,20,0,0,0,5,0,3,0,3
Commons Math,org.apache.commons.math.random,ISAACRandom,98,966,4,16,17,112,7,17,4,10
Commons Math,org.apache.commons.math.random,RandomAdaptor,22,53,4,2,7,16,5,12,3,11
Commons Math,org.apache.commons.math.random,AbstractWell,25,214,1,7,6,32,3,8,2,5
Commons Math,org.apache.commons.math.random,BitsStreamGenerator,0,223,0,14,0,46,0,16,0,9
Commons Math,org.apache.commons.math.random,Well1024a,7,130,0,0,2,20,1,4,1,4
Commons Math,org.apache.commons.math.random,EmpiricalDistributionImpl,72,424,3,17,20,86,6,23,3,16
Commons Math,org.apache.commons.math.random,UnitSphereRandomVectorGenerator,0,74,0,6,0,17,0,6,0,3
Commons Math,org.apache.commons.math.random,EmpiricalDistributionImpl.StreamDataAdapter,0,79,0,4,0,23,0,5,0,3
Commons Math,org.apache.commons.math.random,UncorrelatedRandomVectorGenerator,8,70,1,3,1,16,1,4,0,3
Commons Math,org.apache.commons.math.random,EmpiricalDistributionImpl.DataAdapterFactory,23,32,1,3,3,7,1,3,0,2
Commons Math,org.apache.commons.math.random,AbstractRandomGenerator,35,169,5,17,7,40,5,17,1,10
Commons Math,org.apache.commons.math.random,Well19937c,7,173,0,0,2,24,1,4,1,4
Commons Math,org.apache.commons.math.random,Well19937a,15,149,0,0,4,20,2,3,2,3
Commons Math,org.apache.commons.math.random,StableRandomGenerator,80,170,5,19,9,31,4,10,0,2
Commons Math,org.apache.commons.math.random,RandomDataImpl,39,1329,7,111,13,268,8,88,1,36
Commons Math,org.apache.commons.math.random,Well44497b,15,177,0,2,4,24,2,4,2,3
Commons Math,org.apache.commons.math.random,Well44497a,15,161,0,2,4,22,2,4,2,3
Commons Math,org.apache.commons.math.random,CorrelatedRandomVectorGenerator,50,103,3,7,12,19,4,7,2,4
Commons Math,org.apache.commons.math.random,EmpiricalDistributionImpl.ArrayDataAdapter,0,67,0,4,0,14,0,5,0,3
Commons Math,org.apache.commons.math.random,MersenneTwister,8,482,1,27,2,72,1,22,0,9
Commons Math,org.apache.commons.math.random,EmpiricalDistributionImpl.DataAdapter,0,6,0,0,0,1,0,1,0,1
Commons Math,org.apache.commons.math.random,ValueServer,32,324,2,23,7,75,3,37,1,24
Commons Math,org.apache.commons.math.random,JDKRandomGenerator,31,8,2,0,6,3,2,2,1,2
Commons Math,org.apache.commons.math.optimization.univariate,BrentOptimizer,27,416,6,58,6,107,5,31,0,4
Commons Math,org.apache.commons.math.optimization.univariate,MultiStartUnivariateRealOptimizer.new Comparator() {...},6,33,3,5,1,8,3,3,0,2
Commons Math,org.apache.commons.math.optimization.univariate,MultiStartUnivariateRealOptimizer,24,134,4,10,5,28,6,9,2,6
Commons Math,org.apache.commons.math.optimization.univariate,UnivariateRealPointValuePair,0,15,0,0,0,6,0,3,0,3
Commons Math,org.apache.commons.math.optimization.univariate,AbstractUnivariateRealOptimizer,8,94,2,2,2,27,2,11,0,11
Commons Math,org.apache.commons.math.optimization.univariate,BracketFinder,80,324,16,30,17,76,17,18,5,7
Commons Math,org.apache.commons.math.geometry.partitioning,RegionFactory.DifferenceMerger,1,37,1,5,0,9,1,4,0,2
Commons Math,org.apache.commons.math.geometry.partitioning,RegionFactory.UnionMerger,0,23,0,2,0,6,0,3,0,2
Commons Math,org.apache.commons.math.geometry.partitioning,AbstractRegion,103,741,27,113,19,170,23,76,1,24
Commons Math,org.apache.commons.math.geometry.partitioning,Region.Location,0,34,0,0,0,4,0,1,0,1
Commons Math,org.apache.commons.math.geometry.partitioning,RegionFactory.XorMerger,0,24,0,2,0,6,0,3,0,2
Commons Math,org.apache.commons.math.geometry.partitioning,AbstractRegion.new Comparator() {...},0,25,0,4,0,4,0,4,0,2
Commons Math,org.apache.commons.math.geometry.partitioning,AbstractRegion.new BSPTreeVisitor() {...},0,20,0,2,0,6,0,5,0,4
Commons Math,org.apache.commons.math.geometry.partitioning,BoundarySizeVisitor,0,39,0,4,0,13,0,7,0,5
Commons Math,org.apache.commons.math.geometry.partitioning,BoundaryAttribute,0,15,0,0,0,6,0,3,0,3
Commons Math,org.apache.commons.math.geometry.partitioning,Characterization,0,67,2,12,0,16,2,11,0,6
Commons Math,org.apache.commons.math.geometry.partitioning,BSPTreeVisitor.Order,0,64,0,0,0,7,0,1,0,1
Commons Math,org.apache.commons.math.geometry.partitioning,RegionFactory,26,191,8,10,4,38,6,11,0,8
Commons Math,org.apache.commons.math.geometry.partitioning,RegionFactory.IntersectionMerger,0,23,0,2,0,6,0,3,0,2
Commons Math,org.apache.commons.math.geometry.partitioning,AbstractSubHyperplane,9,130,2,6,0,29,2,11,0,9
Commons Math,org.apache.commons.math.geometry.partitioning,RegionFactory.NodesCleaner,0,13,0,0,0,5,0,4,0,4
Commons Math,org.apache.commons.math.geometry.partitioning,SubHyperplane.SplitSubHyperplane,0,15,0,0,0,6,0,3,0,3
Commons Math,org.apache.commons.math.geometry.partitioning,Side,0,44,0,0,0,5,0,1,0,1
Commons Math,org.apache.commons.math.geometry.partitioning,AbstractRegion.Sides,0,23,0,0,0,10,0,5,0,5
Commons Math,org.apache.commons.math.geometry.partitioning,BSPTree,80,723,14,63,23,164,13,50,0,21
Commons Math,org.apache.commons.math.fraction,FractionField.LazyHolder,0,6,0,0,0,1,0,1,0,1
Commons Math,org.apache.commons.math.fraction,AbstractFormat,21,102,3,9,5,33,5,14,2,11
Commons Math,org.apache.commons.math.fraction,BigFractionField,0,10,0,0,0,5,0,5,0,5
Commons Math,org.apache.commons.math.fraction,FractionConversionException,0,37,0,0,0,4,0,2,0,2
Commons Math,org.apache.commons.math.fraction,Fraction,26,887,7,87,5,177,7,72,0,32
Commons Math,org.apache.commons.math.fraction,ProperBigFractionFormat,29,199,4,23,9,58,5,16,1,6
Commons Math,org.apache.commons.math.fraction,FractionField,0,10,0,0,0,5,0,5,0,5
Commons Math,org.apache.commons.math.fraction,BigFractionField.LazyHolder,0,6,0,0,0,1,0,1,0,1
Commons Math,org.apache.commons.math.fraction,ProperFractionFormat,31,191,4,15,9,54,5,12,1,6
Commons Math,org.apache.commons.math.fraction,BigFraction,67,1043,8,84,13,214,9,92,3,52
Commons Math,org.apache.commons.math.fraction,BigFractionFormat,33,209,2,19,8,54,7,18,5,9
Commons Math,org.apache.commons.math.fraction,FractionFormat,25,172,1,12,8,43,7,14,6,8
Commons Math,org.apache.commons.math.stat.descriptive.summary,Product,6,130,2,6,3,34,3,12,1,10
Commons Math,org.apache.commons.math.stat.descriptive.summary,SumOfSquares,6,95,1,3,3,27,2,9,1,8
Commons Math,org.apache.commons.math.stat.descriptive.summary,SumOfLogs,6,92,1,3,3,27,2,9,1,8
Commons Math,org.apache.commons.math.stat.descriptive.summary,Sum,14,122,2,6,4,33,4,11,2,9
Commons Math,org.apache.commons.math.analysis.function,Log10,5,10,0,0,1,3,1,3,1,3
Commons Math,org.apache.commons.math.analysis.function,Floor,0,6,0,0,0,2,0,2,0,2
Commons Math,org.apache.commons.math.analysis.function,Acos,5,6,0,0,1,2,1,2,1,2
Commons Math,org.apache.commons.math.analysis.function,Acosh,11,0,0,0,3,0,3,0,3,0
Commons Math,org.apache.commons.math.analysis.function,HarmonicOscillator.Parametric,0,88,0,4,0,17,0,6,0,4
Commons Math,org.apache.commons.math.analysis.function,Minus,0,11,0,0,0,3,0,3,0,3
Commons Math,org.apache.commons.math.analysis.function,Expm1,5,6,0,0,1,2,1,2,1,2
Commons Math,org.apache.commons.math.analysis.function,Exp,5,6,0,0,1,2,1,2,1,2
Commons Math,org.apache.commons.math.analysis.function,Log1p,5,6,0,0,1,2,1,2,1,2
Commons Math,org.apache.commons.math.analysis.function,Expm1.new UnivariateFunction() {...},9,0,0,0,2,0,2,0,2,0
Commons Math,org.apache.commons.math.analysis.function,Pow,0,7,0,0,0,2,0,2,0,2
Commons Math,org.apache.commons.math.analysis.function,Min,0,7,0,0,0,2,0,2,0,2
Commons Math,org.apache.commons.math.analysis.function,Ceil,0,6,0,0,0,2,0,2,0,2
Commons Math,org.apache.commons.math.analysis.function,Logit.Parametric,30,33,0,4,4,8,1,5,1,3
Commons Math,org.apache.commons.math.analysis.function,Sqrt,0,11,0,0,0,3,0,3,0,3
Commons Math,org.apache.commons.math.analysis.function,Exp.new UnivariateFunction() {...},9,0,0,0,2,0,2,0,2,0
Commons Math,org.apache.commons.math.analysis.function,Inverse,0,12,0,0,0,3,0,3,0,3
Commons Math,org.apache.commons.math.analysis.function,Subtract,7,0,0,0,2,0,2,0,2,0
Commons Math,org.apache.commons.math.analysis.function,Power,0,16,0,0,0,5,0,3,0,3
Commons Math,org.apache.commons.math.analysis.function,Atanh,11,0,0,0,3,0,3,0,3,0
Commons Math,org.apache.commons.math.analysis.function,Sin,0,10,0,0,0,3,0,3,0,3
Commons Math,org.apache.commons.math.analysis.function,Logistic.new UnivariateFunction() {...},2,46,1,1,1,5,1,2,0,2
Commons Math,org.apache.commons.math.analysis.function,Sinc.new UnivariateFunction() {...},0,13,0,0,0,3,0,2,0,2
Commons Math,org.apache.commons.math.analysis.function,Sinc.new UnivariateFunction() {...},0,9,0,0,0,2,0,2,0,2
Commons Math,org.apache.commons.math.analysis.function,Divide,0,7,0,0,0,2,0,2,0,2
Commons Math,org.apache.commons.math.analysis.function,Logit,5,48,0,4,2,9,1,6,1,4
Commons Math,org.apache.commons.math.analysis.function,Logistic.Parametric,27,156,0,6,2,25,1,6,1,3
Commons Math,org.apache.commons.math.analysis.function,Sinc,0,65,0,8,0,16,0,10,0,6
Commons Math,org.apache.commons.math.analysis.function,Atan2,7,0,0,0,2,0,2,0,2,0
Commons Math,org.apache.commons.math.analysis.function,Sinh,4,6,0,0,1,2,1,2,1,2
Commons Math,org.apache.commons.math.analysis.function,Logistic,0,71,0,2,0,13,0,5,0,4
Commons Math,org.apache.commons.math.analysis.function,Sigmoid.new UnivariateFunction() {...},0,33,0,2,0,6,0,3,0,2
Commons Math,org.apache.commons.math.analysis.function,Cbrt,5,6,0,0,1,2,1,2,1,2
Commons Math,org.apache.commons.math.analysis.function,Cos.new UnivariateFunction() {...},0,10,0,0,0,2,0,2,0,2
Commons Math,org.apache.commons.math.analysis.function,Inverse.new UnivariateFunction() {...},0,12,0,0,0,2,0,2,0,2
Commons Math,org.apache.commons.math.analysis.function,Max,0,7,0,0,0,2,0,2,0,2
Commons Math,org.apache.commons.math.analysis.function,Cbrt.new UnivariateFunction() {...},15,0,0,0,2,0,2,0,2,0
Commons Math,org.apache.commons.math.analysis.function,Gaussian,0,69,0,2,0,14,0,7,0,6
Commons Math,org.apache.commons.math.analysis.function,Cos,0,11,0,0,0,3,0,3,0,3
Commons Math,org.apache.commons.math.analysis.function,Tan.new UnivariateFunction() {...},15,0,0,0,3,0,2,0,2,0
Commons Math,org.apache.commons.math.analysis.function,Rint,0,6,0,0,0,2,0,2,0,2
Commons Math,org.apache.commons.math.analysis.function,Sigmoid,0,38,0,0,0,9,0,5,0,5
Commons Math,org.apache.commons.math.analysis.function,HarmonicOscillator.new UnivariateFunction() {...},0,26,0,0,0,2,0,2,0,2
Commons Math,org.apache.commons.math.analysis.function,Sqrt.new UnivariateFunction() {...},0,13,0,0,0,2,0,2,0,2
Commons Math,org.apache.commons.math.analysis.function,Signum,0,6,0,0,0,2,0,2,0,2
Commons Math,org.apache.commons.math.analysis.function,Sigmoid.Parametric,0,57,0,4,0,11,0,6,0,4
Commons Math,org.apache.commons.math.analysis.function,Atan,5,6,0,0,1,2,1,2,1,2
Commons Math,org.apache.commons.math.analysis.function,Identity,0,10,0,0,0,3,0,3,0,3
Commons Math,org.apache.commons.math.analysis.function,Cosh,0,10,0,0,0,3,0,3,0,3
Commons Math,org.apache.commons.math.analysis.function,HarmonicOscillator,0,33,0,0,0,8,0,4,0,4
Commons Math,org.apache.commons.math.analysis.function,Gaussian.Parametric,0,124,0,6,0,21,0,7,0,4
Commons Math,org.apache.commons.math.analysis.function,Log.new UnivariateFunction() {...},0,10,0,0,0,2,0,2,0,2
Commons Math,org.apache.commons.math.analysis.function,StepFunction,0,78,0,14,0,19,0,9,0,2
Commons Math,org.apache.commons.math.analysis.function,Abs,0,6,0,0,0,2,0,2,0,2
Commons Math,org.apache.commons.math.analysis.function,Acosh.new UnivariateFunction() {...},15,0,0,0,2,0,2,0,2,0
Commons Math,org.apache.commons.math.analysis.function,Add,0,7,0,0,0,2,0,2,0,2
Commons Math,org.apache.commons.math.analysis.function,Asinh.new UnivariateFunction() {...},15,0,0,0,2,0,2,0,2,0
Commons Math,org.apache.commons.math.analysis.function,Ulp,0,6,0,0,0,2,0,2,0,2
Commons Math,org.apache.commons.math.analysis.function,Atanh.new UnivariateFunction() {...},14,0,0,0,2,0,2,0,2,0
Commons Math,org.apache.commons.math.analysis.function,Atan.new UnivariateFunction() {...},14,0,0,0,2,0,2,0,2,0
Commons Math,org.apache.commons.math.analysis.function,Power.new UnivariateFunction() {...},0,18,0,0,0,2,0,2,0,2
Commons Math,org.apache.commons.math.analysis.function,Tanh.new UnivariateFunction() {...},15,0,0,0,3,0,2,0,2,0
Commons Math,org.apache.commons.math.analysis.function,Logit.new UnivariateFunction() {...},0,26,0,0,0,2,0,2,0,2
Commons Math,org.apache.commons.math.analysis.function,Tanh,5,6,0,0,1,2,1,2,1,2
Commons Math,org.apache.commons.math.analysis.function,Asinh,11,0,0,0,3,0,3,0,3,0
Commons Math,org.apache.commons.math.analysis.function,Log10.new UnivariateFunction() {...},12,0,0,0,2,0,2,0,2,0
Commons Math,org.apache.commons.math.analysis.function,Constant,0,14,0,0,0,5,0,3,0,3
Commons Math,org.apache.commons.math.analysis.function,Log,0,11,0,0,0,3,0,3,0,3
Commons Math,org.apache.commons.math.analysis.function,Asin,5,6,0,0,1,2,1,2,1,2
Commons Math,org.apache.commons.math.analysis.function,Acos.new UnivariateFunction() {...},15,0,0,0,2,0,2,0,2,0
Commons Math,org.apache.commons.math.analysis.function,Asin.new UnivariateFunction() {...},15,0,0,0,2,0,2,0,2,0
Commons Math,org.apache.commons.math.analysis.function,Multiply,0,7,0,0,0,2,0,2,0,2
Commons Math,org.apache.commons.math.analysis.function,Gaussian.new UnivariateFunction() {...},0,37,0,2,0,6,0,3,0,2
Commons Math,org.apache.commons.math.analysis.function,Log1p.new UnivariateFunction() {...},12,0,0,0,2,0,2,0,2,0
Commons Math,org.apache.commons.math.analysis.function,Tan,5,6,0,0,1,2,1,2,1,2
Commons Math,org.apache.commons.math.complex,ComplexField.LazyHolder,0,6,0,0,0,1,0,1,0,1
Commons Math,org.apache.commons.math.complex,ComplexFormat,112,282,13,21,28,71,16,22,5,15
Commons Math,org.apache.commons.math.complex,ComplexUtils,0,28,0,2,0,4,0,2,0,1
Commons Math,org.apache.commons.math.complex,ComplexField,2,8,0,0,1,4,1,4,1,4
Commons Math,org.apache.commons.math.complex,Complex,61,1051,17,141,14,205,18,106,4,41
Commons Math,org.apache.commons.math.linear,ConjugateGradient,18,200,3,15,7,53,5,8,2,2
Commons Math,org.apache.commons.math.linear,NonSquareMatrixException,0,6,0,0,0,2,0,1,0,1
Commons Math,org.apache.commons.math.linear,LUDecomposition.Solver,0,335,0,38,0,55,0,24,0,5
Commons Math,org.apache.commons.math.linear,IllConditionedOperatorException,11,0,0,0,2,0,1,0,1,0
Commons Math,org.apache.commons.math.linear,AbstractRealMatrix,219,1739,22,178,36,339,20,133,5,48
Commons Math,org.apache.commons.math.linear,Array2DRowRealMatrix,43,994,6,90,8,185,7,72,1,30
Commons Math,org.apache.commons.math.linear,RealVector,75,609,22,64,20,136,23,59,5,34
Commons Math,org.apache.commons.math.linear,SparseRealVector,0,3,0,0,0,1,0,1,0,1
Commons Math,org.apache.commons.math.linear,NonPositiveDefiniteMatrixException,9,37,0,0,3,7,3,1,3,1
Commons Math,org.apache.commons.math.linear,SingularValueDecomposition,145,1861,20,164,20,258,19,87,1,12
Commons Math,org.apache.commons.math.linear,MatrixUtils.FractionMatrixConverter,0,26,0,0,0,7,0,4,0,4
Commons Math,org.apache.commons.math.linear,InvertibleRealLinearOperator,0,3,0,0,0,1,0,1,0,1
Commons Math,org.apache.commons.math.linear,OpenMapRealVector.OpenMapEntry,0,28,0,0,0,7,0,4,0,4
Commons Math,org.apache.commons.math.linear,RealVector.2.new Iterator() {...},4,31,0,0,1,5,1,3,1,3
Commons Math,org.apache.commons.math.linear,RealVector.2.new Iterator() {...},4,31,0,0,1,5,1,3,1,3
Commons Math,org.apache.commons.math.linear,IterativeLinearSolverEvent,0,4,0,0,0,2,0,1,0,1
Commons Math,org.apache.commons.math.linear,MatrixUtils,264,812,35,97,46,173,30,66,2,28
Commons Math,org.apache.commons.math.linear,RealLinearOperator,0,3,0,0,0,1,0,1,0,1
Commons Math,org.apache.commons.math.linear,BlockFieldMatrix,505,3763,34,230,97,634,22,162,2,50
Commons Math,org.apache.commons.math.linear,SymmLQ.new IterativeLinearSolverEvent() {...},19,13,0,0,5,1,2,1,2,1
Commons Math,org.apache.commons.math.linear,SingularMatrixException,0,6,0,0,0,2,0,1,0,1
Commons Math,org.apache.commons.math.linear,RealVector.new Iterator() {...},4,41,0,2,1,6,1,4,1,3
Commons Math,org.apache.commons.math.linear,RealVector.new RealVector() {...},0,214,0,0,0,46,0,44,0,44
Commons Math,org.apache.commons.math.linear,IterativeLinearSolver,34,58,0,6,10,17,3,6,3,3
Commons Math,org.apache.commons.math.linear,EigenDecomposition,75,864,13,77,15,147,13,47,3,12
Commons Math,org.apache.commons.math.linear,SparseFieldMatrix,142,114,8,2,29,24,8,10,4,9
Commons Math,org.apache.commons.math.linear,ArrayRealVector,46,1665,7,141,10,339,7,129,0,62
Commons Math,org.apache.commons.math.linear,ArrayFieldVector,326,1336,34,86,64,242,30,92,4,58
Commons Math,org.apache.commons.math.linear,SingularOperatorException,6,0,0,0,2,0,1,0,1,0
Commons Math,org.apache.commons.math.linear,PreconditionedIterativeLinearSolver,14,87,0,6,4,21,2,9,2,6
Commons Math,org.apache.commons.math.linear,OpenMapRealMatrix,76,375,4,20,18,82,4,24,2,14
Commons Math,org.apache.commons.math.linear,OpenMapRealVector,46,1164,9,123,15,287,12,104,3,47
Commons Math,org.apache.commons.math.linear,PivotingQRDecomposition,48,608,5,57,6,100,7,36,3,9
Commons Math,org.apache.commons.math.linear,MatrixUtils.BigFractionMatrixConverter,0,26,0,0,0,7,0,4,0,4
Commons Math,org.apache.commons.math.linear,AbstractRealMatrix.new RealMatrixPreservingVisitor() {...},0,23,0,0,0,6,0,4,0,4
Commons Math,org.apache.commons.math.linear,AbstractRealMatrix.new RealMatrixPreservingVisitor() {...},0,44,0,2,0,11,0,5,0,4
Commons Math,org.apache.commons.math.linear,NonPositiveDefiniteOperatorException,0,6,0,0,0,2,0,1,0,1
Commons Math,org.apache.commons.math.linear,AbstractRealMatrix.new DefaultRealMatrixPreservingVisitor() {...},0,16,0,0,0,3,0,2,0,2
Commons Math,org.apache.commons.math.linear,AbstractRealMatrix.new DefaultRealMatrixPreservingVisitor() {...},0,30,0,0,0,6,0,3,0,3
Commons Math,org.apache.commons.math.linear,LUDecomposition,0,440,0,54,0,85,0,35,0,8
Commons Math,org.apache.commons.math.linear,AbstractRealMatrix.new DefaultRealMatrixChangingVisitor() {...},0,24,0,0,0,2,0,2,0,2
Commons Math,org.apache.commons.math.linear,DefaultRealMatrixChangingVisitor,2,6,0,0,1,3,1,3,1,3
Commons Math,org.apache.commons.math.linear,DefaultFieldMatrixPreservingVisitor,1,10,0,0,1,5,1,3,1,3
Commons Math,org.apache.commons.math.linear,NonSymmetricMatrixException,9,30,0,0,3,5,3,1,3,1
Commons Math,org.apache.commons.math.linear,RealVector.SparseEntryIterator,9,84,2,12,3,19,3,9,1,4
Commons Math,org.apache.commons.math.linear,AbstractFieldMatrix,308,1989,39,207,52,386,32,153,4,58
Commons Math,org.apache.commons.math.linear,QRDecomposition.Solver,7,492,0,44,1,82,1,26,1,4
Commons Math,org.apache.commons.math.linear,BiDiagonalTransformer,13,987,7,103,3,155,10,55,3,7
Commons Math,org.apache.commons.math.linear,AbstractFieldMatrix.new DefaultFieldMatrixPreservingVisitor() {...},0,31,0,0,0,6,0,3,0,3
Commons Math,org.apache.commons.math.linear,AbstractFieldMatrix.new DefaultFieldMatrixChangingVisitor() {...},0,25,0,0,0,2,0,2,0,2
Commons Math,org.apache.commons.math.linear,AbstractFieldMatrix.new DefaultFieldMatrixPreservingVisitor() {...},0,17,0,0,0,3,0,2,0,2
Commons Math,org.apache.commons.math.linear,SymmLQ.State,72,763,14,38,14,127,12,19,0,5
Commons Math,org.apache.commons.math.linear,NonSelfAdjointOperatorException,0,6,0,0,0,2,0,1,0,1
Commons Math,org.apache.commons.math.linear,ConjugateGradient.new ConjugateGradient.ConjugateGradientEvent() {...},4,24,0,0,1,3,1,3,1,3
Commons Math,org.apache.commons.math.linear,RealVector.Entry,0,29,0,0,0,9,0,5,0,5
Commons Math,org.apache.commons.math.linear,MatrixDimensionMismatchException,0,44,0,0,0,8,0,5,0,5
Commons Math,org.apache.commons.math.linear,RectangularCholeskyDecomposition,26,279,2,26,2,50,2,15,0,3
Commons Math,org.apache.commons.math.linear,DefaultFieldMatrixChangingVisitor,2,10,0,0,1,5,1,3,1,3
Commons Math,org.apache.commons.math.linear,NonSquareOperatorException,0,6,0,0,0,2,0,1,0,1
Commons Math,org.apache.commons.math.linear,BlockRealMatrix,194,4078,14,264,38,690,11,182,1,53
Commons Math,org.apache.commons.math.linear,EigenDecomposition.Solver,8,300,3,33,2,55,3,20,0,5
Commons Math,org.apache.commons.math.linear,TriDiagonalTransformer,3,568,0,46,1,88,1,30,1,7
Commons Math,org.apache.commons.math.linear,SingularValueDecomposition.Solver,6,70,0,6,2,14,2,6,2,3
Commons Math,org.apache.commons.math.linear,FieldLUDecomposition,11,472,2,52,0,82,2,32,0,7
Commons Math,org.apache.commons.math.linear,OpenMapRealVector.OpenMapSparseIterator,5,29,0,0,1,7,1,3,1,3
Commons Math,org.apache.commons.math.linear,PivotingQRDecomposition.Solver,8,533,1,45,1,82,2,26,1,4
Commons Math,org.apache.commons.math.linear,CholeskyDecomposition,0,229,0,22,0,45,0,17,0,6
Commons Math,org.apache.commons.math.linear,RealVector.2.UnmodifiableEntry,0,18,0,0,0,3,0,3,0,3
Commons Math,org.apache.commons.math.linear,CholeskyDecomposition.Solver,2,291,0,28,1,47,1,18,1,4
Commons Math,org.apache.commons.math.linear,SymmLQ,56,303,2,14,13,69,7,19,5,13
Commons Math,org.apache.commons.math.linear,Array2DRowFieldMatrix,116,982,9,83,23,176,13,67,5,29
Commons Math,org.apache.commons.math.linear,DefaultRealMatrixPreservingVisitor,1,6,0,0,1,3,1,3,1,3
Commons Math,org.apache.commons.math.linear,RealVectorFormat,18,227,0,22,7,58,5,21,5,10
Commons Math,org.apache.commons.math.linear,JacobiPreconditioner,12,87,1,7,2,20,2,8,1,5
Commons Math,org.apache.commons.math.linear,ConjugateGradient.ConjugateGradientEvent,0,4,0,0,0,2,0,1,0,1
Commons Math,org.apache.commons.math.linear,QRDecomposition,0,423,0,42,0,70,0,27,0,6
